customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category,Cluster
2754-VDLTR,95.2,10,Month-to-month,Fiber optic,Yes,90,High,0
2754-XBHTB,77.65,9,Month-to-month,Fiber optic,Yes,80,High,0
2758-RNWXS,89.2,35,One year,Fiber optic,No,45,Medium,0
2761-OCIAX,74.7,2,Month-to-month,Fiber optic,Yes,90,High,0
2774-LVQUS,83.05,15,Month-to-month,Fiber optic,Yes,65,Medium,0
2777-PHDEI,78.05,1,Month-to-month,Fiber optic,Yes,90,High,0
2786-GCDPI,104.95,50,Month-to-month,Fiber optic,No,65,Medium,0
2789-HQBOU,80.35,3,Month-to-month,Fiber optic,No,90,High,0
2790-XUYMV,85.45,71,One year,Fiber optic,No,50,Medium,0
2792-LSHWX,83.4,1,Month-to-month,Fiber optic,No,80,High,0
2796-UUZZO,80.3,63,Month-to-month,Fiber optic,No,60,Medium,0
2799-ARNLO,69.35,5,Month-to-month,Fiber optic,No,90,High,0
2800-QQUSO,100.3,42,Month-to-month,Fiber optic,No,65,Medium,0
2800-VEQXM,74.75,3,Month-to-month,Fiber optic,No,90,High,0
2805-EDJPQ,99.75,56,One year,Fiber optic,No,50,Medium,0
2806-MLNTI,105.1,52,One year,Fiber optic,No,55,Medium,0
2809-ZMYOQ,101.35,32,Month-to-month,Fiber optic,No,70,Medium,0
2811-POVEX,88.45,23,Month-to-month,Fiber optic,No,80,High,0
2815-CPTUL,70.25,5,Month-to-month,Fiber optic,Yes,90,High,0
2823-LKABH,95.05,18,Month-to-month,Fiber optic,No,75,Medium,0
2824-MYYBN,95.25,37,Month-to-month,Fiber optic,No,70,Medium,0
2826-UWHIS,81.4,45,Month-to-month,Fiber optic,No,60,Medium,0
2830-LEWOA,103.9,61,One year,Fiber optic,No,50,Medium,0
2832-KJCRD,103.65,38,Month-to-month,Fiber optic,No,65,Medium,0
2834-SPCJV,84.1,52,Month-to-month,Fiber optic,Yes,55,Medium,0
2840-XANRC,93.15,24,Month-to-month,Fiber optic,Yes,80,High,0
2842-BCQGE,75.35,43,Month-to-month,Fiber optic,No,60,Medium,0
2845-AFFTX,99.8,41,Month-to-month,Fiber optic,Yes,70,Medium,0
2845-HSJCY,87.25,14,Month-to-month,Fiber optic,Yes,80,High,0
2856-HYAPG,68.65,1,Month-to-month,Fiber optic,Yes,90,High,0
2856-NNASM,89.55,43,Month-to-month,Fiber optic,Yes,70,Medium,0
2858-EIMXH,95.85,53,One year,Fiber optic,No,55,Medium,0
2860-RANUS,85.8,20,Month-to-month,Fiber optic,Yes,80,High,0
2865-TCHJW,89.2,4,Month-to-month,Fiber optic,Yes,100,High,0
2867-UIMSS,80.5,1,Month-to-month,Fiber optic,Yes,90,High,0
2868-LLSKM,83.65,68,One year,Fiber optic,No,40,Medium,0
2868-MZAGQ,79.25,1,Month-to-month,Fiber optic,Yes,90,High,0
2868-SNELZ,80.6,2,Month-to-month,Fiber optic,Yes,90,High,0
2869-ADAWR,89.3,45,Month-to-month,Fiber optic,Yes,70,Medium,0
2873-ZLIWT,84.85,40,Month-to-month,Fiber optic,Yes,55,Medium,0
2874-YXVVA,105.1,34,Month-to-month,Fiber optic,No,65,Medium,0
2876-GZYZC,85.95,13,Month-to-month,Fiber optic,No,80,High,0
2880-FPNAE,74.2,2,Month-to-month,Fiber optic,No,90,High,0
2883-ILGWO,104.9,57,Month-to-month,Fiber optic,No,65,Medium,0
2884-GBPFB,70.3,35,Month-to-month,Fiber optic,Yes,60,Medium,0
2886-KEFUM,107.5,63,One year,Fiber optic,Yes,55,Medium,0
2889-FPWRM,117.8,72,One year,Fiber optic,Yes,45,Medium,0
2896-TBNBE,80.8,40,One year,Fiber optic,No,45,Medium,0
2897-DOVND,69.8,2,Month-to-month,Fiber optic,No,90,High,0
2898-MRKPI,101.05,68,One year,Fiber optic,No,55,Medium,0
2905-KFQUV,70.4,2,Month-to-month,Fiber optic,No,90,High,0
2911-WDXMV,80.55,18,Month-to-month,Fiber optic,No,70,Medium,0
2916-BQZLN,84.75,19,Month-to-month,Fiber optic,No,65,Medium,0
2919-HBCJO,76.65,4,Month-to-month,Fiber optic,Yes,90,High,0
2920-RNCEZ,69.95,1,Month-to-month,Fiber optic,No,90,High,0
2921-XWDJH,83.45,38,Month-to-month,Fiber optic,No,55,Medium,0
2924-KHUVI,100.55,56,One year,Fiber optic,No,50,Medium,0
2927-QRRQV,94.65,46,One year,Fiber optic,No,55,Medium,0
2929-ERCFZ,94.2,8,Month-to-month,Fiber optic,Yes,90,High,0
2929-QNSRW,98.25,56,One year,Fiber optic,Yes,55,Medium,0
2931-SVLTV,110.1,40,Month-to-month,Fiber optic,No,60,Medium,0
2931-VUVJN,94.05,59,One year,Fiber optic,No,45,Medium,0
2931-XIQBR,103.05,50,One year,Fiber optic,No,50,Medium,0
2951-QOQTK,80.8,4,Month-to-month,Fiber optic,Yes,85,High,0
2952-QAYZF,85.3,5,Month-to-month,Fiber optic,Yes,100,High,0
2955-BJZHG,80.85,17,Month-to-month,Fiber optic,Yes,70,Medium,0
2956-GGUCQ,78.85,24,Month-to-month,Fiber optic,Yes,65,Medium,0
2957-JIRMN,84.45,62,One year,Fiber optic,No,45,Medium,0
2959-FENLU,85.3,9,Month-to-month,Fiber optic,No,90,High,0
2959-MJHIC,80.35,4,Month-to-month,Fiber optic,Yes,90,High,0
2960-NKRSO,85.95,24,Month-to-month,Fiber optic,No,75,Medium,0
2968-SSGAA,100.6,10,Month-to-month,Fiber optic,Yes,90,High,0
2972-YDYUW,94.7,57,One year,Fiber optic,No,50,Medium,0
2974-GGUXS,91.95,36,Month-to-month,Fiber optic,No,70,Medium,0
2979-SXESE,94.4,17,Month-to-month,Fiber optic,Yes,75,Medium,0
2982-IHMFT,74.45,1,Month-to-month,Fiber optic,Yes,90,High,0
2982-VPSGI,94.0,11,Month-to-month,Fiber optic,Yes,90,High,0
2983-ZANRP,73.55,2,Month-to-month,Fiber optic,Yes,90,High,0
2984-AFWNC,95.4,3,Month-to-month,Fiber optic,No,100,High,0
2984-MIIZL,74.8,4,Month-to-month,Fiber optic,Yes,90,High,0
2985-FMWYF,93.5,23,Month-to-month,Fiber optic,No,80,High,0
2988-GBIVW,90.85,70,Month-to-month,Fiber optic,No,65,Medium,0
2990-HWIML,89.5,6,Month-to-month,Fiber optic,Yes,100,High,0
2995-UPRYS,99.2,40,One year,Fiber optic,Yes,50,Medium,0
3001-CBHLQ,104.9,32,Month-to-month,Fiber optic,Yes,65,Medium,0
3001-UNBTL,103.95,29,Month-to-month,Fiber optic,No,70,Medium,0
3002-WQZWT,74.2,29,Month-to-month,Fiber optic,No,60,Medium,0
3003-CMDUU,95.15,25,Month-to-month,Fiber optic,No,65,Medium,0
3005-NFMTA,98.8,55,Month-to-month,Fiber optic,Yes,65,Medium,0
3005-TYFRD,103.65,55,Month-to-month,Fiber optic,No,70,Medium,0
3006-XIMLN,94.2,2,Month-to-month,Fiber optic,Yes,100,High,0
3009-JWMPU,96.75,62,One year,Fiber optic,Yes,55,Medium,0
3014-WJKSM,75.3,29,Month-to-month,Fiber optic,No,60,Medium,0
3018-TFTSU,81.7,12,Month-to-month,Fiber optic,Yes,75,Medium,0
3023-GFLBR,86.15,33,Month-to-month,Fiber optic,Yes,70,Medium,0
3027-ZTDHO,89.9,1,Month-to-month,Fiber optic,Yes,100,High,0
3030-YDNRM,74.85,8,Month-to-month,Fiber optic,No,80,High,0
3045-XETSH,94.85,10,Month-to-month,Fiber optic,Yes,90,High,0
3049-NDXFL,85.8,1,Month-to-month,Fiber optic,Yes,100,High,0
3049-SOLAY,95.2,3,Month-to-month,Fiber optic,Yes,100,High,0
3055-OYMSE,73.8,53,Month-to-month,Fiber optic,No,60,Medium,0
3058-HJCUY,102.6,41,One year,Fiber optic,Yes,50,Medium,0
3062-ICYZQ,93.8,51,Month-to-month,Fiber optic,No,65,Medium,0
3066-RRJIO,69.95,1,Month-to-month,Fiber optic,Yes,90,High,0
3068-OMWZA,88.8,1,Month-to-month,Fiber optic,Yes,100,High,0
3070-DVEYC,73.75,7,Month-to-month,Fiber optic,Yes,80,High,0
3071-VBYPO,89.85,3,Month-to-month,Fiber optic,No,95,High,0
3074-GQWYX,75.9,5,Month-to-month,Fiber optic,Yes,90,High,0
3086-RUCRN,103.1,66,Month-to-month,Fiber optic,No,60,Medium,0
3088-LHEFH,79.0,11,Month-to-month,Fiber optic,No,75,Medium,0
3092-IGHWF,87.4,67,One year,Fiber optic,Yes,55,Medium,0
3094-JOJAI,74.15,18,Month-to-month,Fiber optic,No,70,Medium,0
3096-GKWEB,94.75,18,Month-to-month,Fiber optic,No,80,High,0
3096-IZETN,78.1,12,Month-to-month,Fiber optic,Yes,80,High,0
3096-JRDSO,104.3,27,Month-to-month,Fiber optic,Yes,60,Medium,0
3096-WPXBT,100.7,61,One year,Fiber optic,No,50,Medium,0
3097-NQYSN,86.85,2,Month-to-month,Fiber optic,Yes,100,High,0
3104-OWCGK,90.95,60,One year,Fiber optic,Yes,55,Medium,0
3106-ULWFW,85.2,8,Month-to-month,Fiber optic,Yes,90,High,0
3115-JPJDD,81.25,59,One year,Fiber optic,No,40,Medium,0
3128-YOVTD,79.15,51,Month-to-month,Fiber optic,No,55,Medium,0
3130-ICDUP,80.55,2,Month-to-month,Fiber optic,No,85,High,0
3138-BKYAV,85.35,6,Month-to-month,Fiber optic,Yes,100,High,0
3143-ILDAL,94.45,56,Month-to-month,Fiber optic,Yes,65,Medium,0
3143-JQEGI,88.35,13,Month-to-month,Fiber optic,Yes,80,High,0
3144-KMTWZ,93.25,71,Month-to-month,Fiber optic,No,70,Medium,0
3154-CFSZG,90.05,47,Month-to-month,Fiber optic,No,65,Medium,0
3158-MOERK,96.0,2,Month-to-month,Fiber optic,Yes,100,High,0
3161-GETRM,90.05,34,Month-to-month,Fiber optic,No,70,Medium,0
3162-KKZXO,100.15,55,One year,Fiber optic,No,55,Medium,0
3162-ZJZFU,92.55,53,Month-to-month,Fiber optic,No,65,Medium,0
3167-SNQPL,101.15,38,Month-to-month,Fiber optic,No,70,Medium,0
3170-GWYKC,104.95,60,Month-to-month,Fiber optic,No,60,Medium,0
3174-RKMOW,109.95,35,Month-to-month,Fiber optic,No,65,Medium,0
3177-LASXD,71.35,1,Month-to-month,Fiber optic,Yes,90,High,0
3178-FESZO,100.25,1,Month-to-month,Fiber optic,Yes,100,High,0
3186-BAXNB,91.7,1,Month-to-month,Fiber optic,Yes,95,High,0
3190-XFANI,100.6,49,One year,Fiber optic,Yes,50,Medium,0
3191-CSNMG,80.7,3,Month-to-month,Fiber optic,No,90,High,0
3192-LNKRK,84.05,34,Month-to-month,Fiber optic,No,60,Medium,0
3194-ORPIK,84.4,50,Month-to-month,Fiber optic,Yes,60,Medium,0
3196-NVXLZ,84.6,25,Month-to-month,Fiber optic,No,60,Medium,0
3197-ARFOY,105.0,19,Month-to-month,Fiber optic,No,70,Medium,0
3198-VELRD,84.75,3,Month-to-month,Fiber optic,Yes,90,High,0
3199-NPKCN,111.25,67,One year,Fiber optic,No,45,Medium,0
3199-XGZCY,75.25,8,Month-to-month,Fiber optic,No,80,High,0
3207-OYBWH,95.25,57,Month-to-month,Fiber optic,Yes,70,Medium,0
3208-YPIOE,75.25,39,Month-to-month,Fiber optic,Yes,60,Medium,0
3211-AAPKX,98.55,20,Month-to-month,Fiber optic,No,75,Medium,0
3211-ILJTT,70.4,17,Month-to-month,Fiber optic,Yes,70,Medium,0
3214-IYUUQ,93.7,61,One year,Fiber optic,No,45,Medium,0
3217-FZDMN,94.45,8,Month-to-month,Fiber optic,Yes,90,High,0
3223-DWFIO,69.35,4,Month-to-month,Fiber optic,No,90,High,0
3223-WZWJM,83.95,26,Month-to-month,Fiber optic,Yes,60,Medium,0
3224-DFQNQ,89.0,66,One year,Fiber optic,No,45,Medium,0
3235-ETOOB,74.5,8,Month-to-month,Fiber optic,Yes,75,Medium,0
3244-DCJWY,70.25,1,Month-to-month,Fiber optic,Yes,90,High,0
3247-ZVOUO,85.55,10,Month-to-month,Fiber optic,Yes,90,High,0
3249-ZPQRG,78.45,4,Month-to-month,Fiber optic,Yes,90,High,0
3253-HKOKL,100.3,52,One year,Fiber optic,No,50,Medium,0
3254-YRILK,88.2,19,Month-to-month,Fiber optic,Yes,80,High,0
3269-ATYWD,95.65,39,Month-to-month,Fiber optic,Yes,70,Medium,0
3276-HDUEG,75.05,1,Month-to-month,Fiber optic,Yes,90,High,0
3292-PBZEJ,111.4,11,Month-to-month,Fiber optic,No,85,High,0
3295-YVUSR,72.6,2,Month-to-month,Fiber optic,No,90,High,0
3296-SILRA,76.4,1,Month-to-month,Fiber optic,Yes,90,High,0
3301-VKTGC,85.5,68,One year,Fiber optic,No,50,Medium,0
3312-UUMZW,98.85,32,Month-to-month,Fiber optic,No,70,Medium,0
3312-ZWLGF,79.3,29,Month-to-month,Fiber optic,No,55,Medium,0
3313-QKNKB,85.55,59,One year,Fiber optic,Yes,55,Medium,0
3315-TOTBP,76.0,15,Month-to-month,Fiber optic,Yes,70,Medium,0
3316-UWXUY,93.5,50,Month-to-month,Fiber optic,No,60,Medium,0
3317-VLGQT,78.1,14,Month-to-month,Fiber optic,No,70,Medium,0
3318-NMQXL,92.0,3,Month-to-month,Fiber optic,No,100,High,0
3318-OSATS,95.45,35,Month-to-month,Fiber optic,Yes,70,Medium,0
3319-DWOEP,95.75,6,Month-to-month,Fiber optic,Yes,100,High,0
3320-VEOYC,95.6,14,Month-to-month,Fiber optic,No,80,High,0
3323-CPBWR,96.9,23,Month-to-month,Fiber optic,No,75,Medium,0
3324-OIRTO,104.65,71,One year,Fiber optic,No,50,Medium,0
3325-FUYCG,106.1,28,One year,Fiber optic,Yes,50,Medium,0
3327-YBAKM,96.9,64,One year,Fiber optic,No,45,Medium,0
3331-HQDTW,109.8,34,Month-to-month,Fiber optic,Yes,65,Medium,0
3336-JORSO,110.45,33,Month-to-month,Fiber optic,Yes,65,Medium,0
3338-CVVEH,94.55,12,Month-to-month,Fiber optic,No,90,High,0
3339-EAQNV,97.25,72,One year,Fiber optic,No,55,Medium,0
3348-CFRNX,92.35,28,Month-to-month,Fiber optic,Yes,65,Medium,0
3349-ANQNH,99.5,59,One year,Fiber optic,No,55,Medium,0
3351-NQLDI,94.35,67,One year,Fiber optic,Yes,45,Medium,0
3352-ALMCK,102.65,40,Month-to-month,Fiber optic,No,70,Medium,0
3365-SAIGS,83.55,17,Month-to-month,Fiber optic,No,70,Medium,0
3370-GQEAL,85.45,30,Month-to-month,Fiber optic,No,70,Medium,0
3370-HXOPH,76.1,3,Month-to-month,Fiber optic,No,90,High,0
3372-KWFBM,86.6,16,Month-to-month,Fiber optic,Yes,80,High,0
3374-LXDEV,89.4,13,Month-to-month,Fiber optic,Yes,75,Medium,0
3376-BMGFE,70.9,4,Month-to-month,Fiber optic,Yes,90,High,0
3384-CTMSF,104.1,47,Month-to-month,Fiber optic,No,70,Medium,0
3387-VATUS,94.85,5,Month-to-month,Fiber optic,Yes,100,High,0
3389-YGYAI,105.5,8,Month-to-month,Fiber optic,Yes,90,High,0
3393-FMZPV,100.25,25,Month-to-month,Fiber optic,Yes,70,Medium,0
3398-FSHON,91.3,12,Month-to-month,Fiber optic,Yes,90,High,0
3398-ZOUAA,69.1,21,Month-to-month,Fiber optic,Yes,70,Medium,0
3404-JNXAX,80.75,51,Month-to-month,Fiber optic,No,55,Medium,0
3410-MHHUM,94.4,44,One year,Fiber optic,No,55,Medium,0
3411-WLRSQ,74.6,3,Month-to-month,Fiber optic,No,90,High,0
3413-DHLPB,103.75,60,Month-to-month,Fiber optic,No,65,Medium,0
3419-SNJJD,105.25,65,Month-to-month,Fiber optic,Yes,65,Medium,0
3420-YJLQT,79.55,2,Month-to-month,Fiber optic,No,90,High,0
3420-ZDBMA,71.45,5,Month-to-month,Fiber optic,No,90,High,0
3422-GALYP,79.45,2,Month-to-month,Fiber optic,No,90,High,0
3422-LYEPQ,71.0,1,Month-to-month,Fiber optic,Yes,90,High,0
3424-NMNBO,108.85,58,One year,Fiber optic,Yes,50,Medium,0
3427-GGZZI,89.1,19,Month-to-month,Fiber optic,No,80,High,0
3428-XZMAZ,69.35,1,Month-to-month,Fiber optic,Yes,90,High,0
3440-JPSCL,99.95,6,Month-to-month,Fiber optic,Yes,95,High,0
3452-ABWRL,86.05,47,Month-to-month,Fiber optic,No,70,Medium,0
3452-GWUIN,94.95,19,Month-to-month,Fiber optic,No,80,High,0
3452-SRFEG,74.6,49,Month-to-month,Fiber optic,No,60,Medium,0
3453-RTHJQ,69.1,6,Month-to-month,Fiber optic,No,90,High,0
3462-BJQQA,89.75,6,Month-to-month,Fiber optic,No,100,High,0
3466-RITXD,92.4,26,Month-to-month,Fiber optic,No,65,Medium,0
3473-XIIIT,100.0,16,Month-to-month,Fiber optic,Yes,80,High,0
3481-JHUZH,80.25,41,Month-to-month,Fiber optic,No,60,Medium,0
3488-PGMQJ,74.5,8,Month-to-month,Fiber optic,Yes,80,High,0
3489-HHPFY,84.05,2,Month-to-month,Fiber optic,No,90,High,0
3494-JCHRQ,70.05,1,Month-to-month,Fiber optic,Yes,90,High,0
3496-LFSZU,70.5,4,Month-to-month,Fiber optic,No,90,High,0
3500-RMZLT,96.3,15,Month-to-month,Fiber optic,Yes,70,Medium,0
3503-TYDAY,80.45,43,Month-to-month,Fiber optic,No,60,Medium,0
3509-GWQGF,70.0,24,Month-to-month,Fiber optic,No,70,Medium,0
3511-APPBJ,99.95,23,One year,Fiber optic,No,60,Medium,0
3519-ZKXGG,75.85,3,Month-to-month,Fiber optic,Yes,90,High,0
3522-CDKHF,75.5,32,Month-to-month,Fiber optic,No,55,Medium,0
3524-WQDSG,99.3,43,Month-to-month,Fiber optic,No,70,Medium,0
3536-IQCTX,85.3,32,Month-to-month,Fiber optic,Yes,70,Medium,0
3537-HPKQT,77.75,55,Month-to-month,Fiber optic,No,60,Medium,0
3540-RZJYU,86.2,15,Month-to-month,Fiber optic,Yes,75,Medium,0
3541-ZNUHK,85.1,55,Month-to-month,Fiber optic,No,65,Medium,0
3545-CNWRG,98.35,49,Month-to-month,Fiber optic,No,70,Medium,0
3550-SAHFP,83.35,33,Month-to-month,Fiber optic,Yes,60,Medium,0
3551-HUAZH,74.4,1,Month-to-month,Fiber optic,Yes,90,High,0
3565-UNOCC,99.05,29,Month-to-month,Fiber optic,Yes,70,Medium,0
3567-PQTSO,105.25,53,One year,Fiber optic,No,55,Medium,0
3569-EDBPQ,84.35,24,Month-to-month,Fiber optic,No,60,Medium,0
3571-DPYUH,94.7,58,One year,Fiber optic,No,50,Medium,0
3571-RFHAR,109.15,65,Month-to-month,Fiber optic,Yes,65,Medium,0
3572-UOLYZ,84.8,46,Month-to-month,Fiber optic,No,55,Medium,0
3583-KRKMD,75.9,18,Month-to-month,Fiber optic,No,65,Medium,0
3584-WKTTW,111.55,51,One year,Fiber optic,No,45,Medium,0
3585-ISXZP,95.65,8,Month-to-month,Fiber optic,Yes,90,High,0
3587-PMCOY,98.9,10,One year,Fiber optic,No,70,Medium,0
3588-WSTTJ,99.05,35,Month-to-month,Fiber optic,No,65,Medium,0
3597-MVHJT,95.6,27,Month-to-month,Fiber optic,No,70,Medium,0
3606-TWKGI,106.9,13,Month-to-month,Fiber optic,Yes,80,High,0
3621-CEOVK,100.2,14,Month-to-month,Fiber optic,Yes,80,High,0
3627-FCRDW,71.0,9,Month-to-month,Fiber optic,Yes,80,High,0
3627-FHKBK,75.3,1,Month-to-month,Fiber optic,Yes,85,High,0
3629-ZNKXA,101.8,17,Month-to-month,Fiber optic,No,80,High,0
3640-PHQXK,89.9,31,Month-to-month,Fiber optic,Yes,70,Medium,0
3642-GKTCT,115.1,61,One year,Fiber optic,No,45,Medium,0
3643-AHCFP,95.6,7,Month-to-month,Fiber optic,Yes,90,High,0
3644-QXEHN,97.0,13,Month-to-month,Fiber optic,No,80,High,0
3647-GMGDH,94.7,22,Month-to-month,Fiber optic,Yes,80,High,0
3657-COGMW,108.1,52,Month-to-month,Fiber optic,No,65,Medium,0
3663-MITLP,101.25,15,Month-to-month,Fiber optic,Yes,80,High,0
3671-SHRSP,80.6,4,Month-to-month,Fiber optic,Yes,85,High,0
3672-YITQD,84.1,36,Month-to-month,Fiber optic,Yes,60,Medium,0
3677-TNKIO,71.0,14,Month-to-month,Fiber optic,Yes,70,Medium,0
3680-CTHUH,116.6,60,One year,Fiber optic,No,45,Medium,0
3685-YLCMQ,104.65,58,One year,Fiber optic,Yes,50,Medium,0
3692-JHONH,106.5,52,One year,Fiber optic,No,55,Medium,0
3703-KBKZP,74.45,16,Month-to-month,Fiber optic,No,70,Medium,0
3703-VAVCL,90.0,2,Month-to-month,Fiber optic,Yes,95,High,0
3707-GNWHM,74.25,1,Month-to-month,Fiber optic,Yes,90,High,0
3707-LRWZD,84.05,32,One year,Fiber optic,Yes,45,Medium,0
3709-OIJEA,85.2,26,One year,Fiber optic,No,50,Medium,0
3714-JTVOV,74.15,42,Month-to-month,Fiber optic,Yes,55,Medium,0
3714-NTNFO,84.5,49,Month-to-month,Fiber optic,No,60,Medium,0
3716-BDVDB,69.1,1,Month-to-month,Fiber optic,Yes,90,High,0
3717-LNXKW,91.7,38,Month-to-month,Fiber optic,No,65,Medium,0
3717-OEAUQ,70.7,2,Month-to-month,Fiber optic,No,90,High,0
3721-CNEYS,70.95,2,Month-to-month,Fiber optic,Yes,90,High,0
3722-WPXTK,88.35,1,Month-to-month,Fiber optic,Yes,100,High,0
3727-RJMEO,82.85,6,Month-to-month,Fiber optic,Yes,90,High,0
3733-LSYCE,75.35,15,Month-to-month,Fiber optic,No,70,Medium,0
3733-UOCWF,85.55,61,One year,Fiber optic,No,50,Medium,0
3736-BLEPA,91.25,28,One year,Fiber optic,No,50,Medium,0
3737-GCSPV,96.2,11,Month-to-month,Fiber optic,Yes,80,High,0
3737-XBQDD,84.85,24,Month-to-month,Fiber optic,No,70,Medium,0
3744-ZRRDZ,82.35,21,Month-to-month,Fiber optic,Yes,70,Medium,0
3746-EUBYR,74.6,1,Month-to-month,Fiber optic,Yes,90,High,0
3750-CKVKH,67.75,2,Month-to-month,Fiber optic,Yes,90,High,0
3753-TSEMP,88.15,15,Month-to-month,Fiber optic,Yes,80,High,0
3755-JBMNH,71.8,16,Month-to-month,Fiber optic,Yes,70,Medium,0
3756-VNWDH,100.75,65,One year,Fiber optic,No,50,Medium,0
3757-NJYBX,106.35,32,Month-to-month,Fiber optic,Yes,70,Medium,0
3758-CKOQL,107.0,59,One year,Fiber optic,No,45,Medium,0
3761-FLYZI,108.8,65,Month-to-month,Fiber optic,No,70,Medium,0
3763-GCZHZ,104.05,66,One year,Fiber optic,Yes,50,Medium,0
3765-JXVKY,74.7,1,Month-to-month,Fiber optic,Yes,90,High,0
3768-NLUBH,100.6,57,Month-to-month,Fiber optic,Yes,70,Medium,0
3771-PZOBW,90.7,20,Month-to-month,Fiber optic,No,80,High,0
3786-WOVKF,106.85,72,One year,Fiber optic,No,50,Medium,0
3791-LGQCY,100.65,56,Month-to-month,Fiber optic,Yes,70,Medium,0
3793-MMFUH,95.05,13,Month-to-month,Fiber optic,Yes,80,High,0
3797-FKOGQ,86.2,11,Month-to-month,Fiber optic,No,90,High,0
3799-ISUZQ,69.95,7,Month-to-month,Fiber optic,Yes,80,High,0
3801-HMYNL,89.15,1,Month-to-month,Fiber optic,Yes,100,High,0
3804-RVTGV,103.85,50,Month-to-month,Fiber optic,Yes,70,Medium,0
3807-BPOMJ,94.75,55,One year,Fiber optic,No,50,Medium,0
3811-VBYBZ,99.8,7,Month-to-month,Fiber optic,Yes,90,High,0
3814-MLAXC,79.85,31,Month-to-month,Fiber optic,Yes,55,Medium,0
3834-XUIFC,85.2,7,Month-to-month,Fiber optic,Yes,90,High,0
3838-OZURD,105.0,66,Month-to-month,Fiber optic,Yes,70,Medium,0
3842-IYKUE,85.3,35,Month-to-month,Fiber optic,Yes,65,Medium,0
3842-QTGDL,80.75,16,Month-to-month,Fiber optic,No,65,Medium,0
3853-LYGAM,95.65,17,Month-to-month,Fiber optic,No,75,Medium,0
3855-ONCAR,78.9,4,Month-to-month,Fiber optic,No,90,High,0
3858-VOBET,74.95,23,Month-to-month,Fiber optic,Yes,70,Medium,0
3858-XHYJO,105.75,40,One year,Fiber optic,No,50,Medium,0
3865-QBWSJ,80.45,38,Month-to-month,Fiber optic,No,55,Medium,0
3865-YIOTT,106.1,72,One year,Fiber optic,No,50,Medium,0
3865-ZYKAD,84.9,69,Month-to-month,Fiber optic,No,55,Medium,0
3870-MQAMG,110.35,54,One year,Fiber optic,Yes,50,Medium,0
3871-IKPYH,69.1,1,Month-to-month,Fiber optic,Yes,90,High,0
3874-EQOEP,95.0,7,Month-to-month,Fiber optic,Yes,90,High,0
3878-AVSOQ,71.25,1,Month-to-month,Fiber optic,No,90,High,0
3884-HCSWG,70.0,17,Month-to-month,Fiber optic,Yes,70,Medium,0
3886-CERTZ,109.25,72,One year,Fiber optic,Yes,50,Medium,0
3898-GUYTS,97.05,45,Month-to-month,Fiber optic,No,60,Medium,0
3902-FOIGH,101.35,12,Month-to-month,Fiber optic,Yes,90,High,0
3904-UKFRE,80.1,4,Month-to-month,Fiber optic,No,85,High,0
3908-BLSYF,83.9,6,Month-to-month,Fiber optic,Yes,90,High,0
3914-FDRHP,86.25,9,Month-to-month,Fiber optic,No,85,High,0
3916-NRPAP,85.7,3,Month-to-month,Fiber optic,No,100,High,0
3923-CSIHK,71.05,50,Month-to-month,Fiber optic,Yes,60,Medium,0
3927-NLNRY,94.25,53,One year,Fiber optic,Yes,55,Medium,0
3932-CMDTD,105.65,4,One year,Fiber optic,Yes,80,High,0
3932-IJWDZ,103.65,45,Month-to-month,Fiber optic,No,65,Medium,0
3934-HXCFZ,99.25,23,Month-to-month,Fiber optic,Yes,75,Medium,0
3943-KDREE,74.95,26,Month-to-month,Fiber optic,Yes,60,Medium,0
3946-JEWRQ,95.2,47,One year,Fiber optic,No,55,Medium,0
3951-NJCVI,95.05,42,Month-to-month,Fiber optic,No,70,Medium,0
3955-JBZZM,78.8,20,Month-to-month,Fiber optic,No,70,Medium,0
3956-CJUST,75.4,23,Month-to-month,Fiber optic,No,65,Medium,0
3956-MGXOG,80.6,28,Month-to-month,Fiber optic,No,60,Medium,0
3957-LXOLK,106.15,28,Month-to-month,Fiber optic,Yes,70,Medium,0
3966-HRMZA,75.05,3,Month-to-month,Fiber optic,No,90,High,0
3969-GYXEL,76.4,11,Month-to-month,Fiber optic,No,75,Medium,0
3976-BWUCK,94.1,30,Month-to-month,Fiber optic,Yes,65,Medium,0
3982-DQLUS,85.75,65,Month-to-month,Fiber optic,No,65,Medium,0
3987-KQDDU,75.6,9,Month-to-month,Fiber optic,No,75,Medium,0
3988-RQIXO,91.3,1,Month-to-month,Fiber optic,Yes,100,High,0
3990-QYKBE,92.5,37,Month-to-month,Fiber optic,Yes,70,Medium,0
3992-YWPKO,109.9,6,Month-to-month,Fiber optic,Yes,95,High,0
3999-QGRJH,69.7,8,Month-to-month,Fiber optic,Yes,80,High,0
4001-TSBTV,91.55,58,Month-to-month,Fiber optic,No,70,Medium,0
4007-NHVHI,96.85,56,Month-to-month,Fiber optic,No,65,Medium,0
4009-ALQFH,99.5,25,Month-to-month,Fiber optic,Yes,70,Medium,0
4010-YLMVT,106.6,56,Month-to-month,Fiber optic,No,65,Medium,0
4013-TLDHQ,78.25,19,Month-to-month,Fiber optic,Yes,70,Medium,0
4021-RQSNY,98.5,29,Month-to-month,Fiber optic,Yes,70,Medium,0
4029-HPFVY,70.3,3,Month-to-month,Fiber optic,No,90,High,0
