customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category
4942-VZZOM,66.1500,64,"One year",DSL,No,35,Low
4945-RVMTE,59.5500,28,Month-to-month,DSL,No,45,Medium
4946-EDSEW,19.2500,11,Month-to-month,No,Yes,50,Medium
4947-DSMXK,97.7000,34,Month-to-month,"Fiber optic",No,70,Medium
4948-WBBKL,74.9000,36,Month-to-month,"Fiber optic",No,60,Medium
4950-BDEUX,49.2000,35,Month-to-month,DSL,No,45,Medium
4950-HKQTE,26.2500,22,"Two year",No,No,10,Low
4951-UKAAQ,88.9500,4,Month-to-month,"Fiber optic",Yes,100,High
4952-YSOGZ,85.9500,4,Month-to-month,"Fiber optic",Yes,100,High
4955-VCWBI,20.0000,43,"One year",No,No,15,Low
4957-SREEC,20.3500,70,"Two year",No,No,0,"Too low"
4957-TIALW,65.6000,15,"One year",DSL,No,40,Medium
4957-TREIR,64.4000,3,Month-to-month,DSL,No,65,Medium
4958-GZWIY,48.7000,7,Month-to-month,DSL,Yes,65,Medium
4958-XCBDQ,101.4000,35,Month-to-month,"Fiber optic",Yes,70,Medium
4959-JOSRX,44.6000,2,Month-to-month,DSL,Yes,75,Medium
4962-CHQPW,19.8500,29,"One year",No,No,15,Low
4967-WPNCF,63.7000,72,"Two year",DSL,No,5,"Too low"
4971-PUYQO,94.5500,27,Month-to-month,"Fiber optic",Yes,70,Medium
4973-MGTON,84.4000,71,"Two year",DSL,No,15,Low
4973-RLZVI,74.6500,30,"One year",DSL,No,30,Low
4976-LNFVV,34.3000,19,Month-to-month,DSL,No,55,Medium
4979-HPRFL,24.1500,56,"Two year",No,No,0,"Too low"
4980-URKXC,20.8500,36,"One year",No,No,15,Low
4981-FLTMF,65.2000,57,Month-to-month,DSL,No,45,Medium
4983-CCWMC,69.6000,3,Month-to-month,"Fiber optic",No,90,High
4983-CLMLV,102.7000,52,Month-to-month,"Fiber optic",No,65,Medium
4986-MXSFP,20.0000,2,Month-to-month,No,No,60,Medium
4987-GQWPO,25.1000,17,Month-to-month,DSL,No,55,Medium
4988-IQIGL,75.3500,1,Month-to-month,"Fiber optic",Yes,90,High
4989-LIXVT,95.9000,68,Month-to-month,"Fiber optic",No,70,Medium
4990-ALDGW,20.7500,57,"Two year",No,No,0,"Too low"
4992-LTJNE,55.3000,72,"Two year",DSL,No,10,Low
4993-JCRGJ,84.3000,26,Month-to-month,"Fiber optic",No,55,Medium
4994-OBRSZ,76.1000,14,"Two year",DSL,No,25,Low
4998-IKFSE,100.4500,30,Month-to-month,"Fiber optic",No,70,Medium
4999-IEZLT,29.4500,66,"One year",DSL,No,25,Low
5002-GCQFH,93.8500,49,Month-to-month,"Fiber optic",No,65,Medium
5003-OKNNK,20.3500,15,"One year",No,No,25,Low
5003-XZWWO,84.2000,71,"Two year",DSL,No,20,Low
5006-MXVRN,20.7000,39,"Two year",No,No,0,"Too low"
5010-IPEAQ,54.2000,67,"Two year",DSL,No,5,"Too low"
5012-YSPJJ,54.3500,31,Month-to-month,DSL,No,40,Medium
5013-SBUIH,109.6500,50,"Two year","Fiber optic",Yes,30,Low
5014-GSOUQ,19.9500,13,"Two year",No,No,10,Low
5014-WUQMG,96.1000,47,"One year","Fiber optic",No,50,Medium
5016-ETTFF,29.5000,10,Month-to-month,DSL,Yes,65,Medium
5016-IBERQ,84.2500,23,Month-to-month,"Fiber optic",No,70,Medium
5016-LIPDW,19.4000,57,"One year",No,No,15,Low
5018-GWURO,85.6000,56,Month-to-month,"Fiber optic",No,70,Medium
5018-HEKFO,24.5000,10,Month-to-month,No,No,50,Medium
5018-LXQQG,66.3000,30,Month-to-month,DSL,No,45,Medium
5019-GQVCR,84.8500,43,Month-to-month,"Fiber optic",No,60,Medium
5020-ZSTTY,82.4500,54,"One year",DSL,Yes,30,Low
5022-JNQEQ,75.8500,9,Month-to-month,"Fiber optic",No,75,Medium
5022-KVDQT,81.3000,27,Month-to-month,"Fiber optic",No,60,Medium
5025-GOOKI,18.9000,20,Month-to-month,No,No,40,Medium
5027-QPKTE,69.3500,7,Month-to-month,"Fiber optic",Yes,80,High
5027-XWQHA,44.7500,6,Month-to-month,DSL,Yes,75,Medium
5027-YOCXN,110.0500,51,"One year","Fiber optic",No,45,Medium
5028-GZLDO,70.7000,2,Month-to-month,"Fiber optic",Yes,90,High
5028-HTLJB,20.0500,1,Month-to-month,No,Yes,60,Medium
5032-MIYKT,70.7000,1,Month-to-month,"Fiber optic",No,90,High
5032-USPKF,84.1000,38,"One year",DSL,No,35,Low
5035-BVCXS,75.9000,11,Month-to-month,"Fiber optic",No,80,High
5035-PGZXH,106.8000,56,"One year","Fiber optic",No,55,Medium
5038-ETMLM,113.6500,72,"Two year","Fiber optic",No,30,Low
5039-LZRQT,20.2000,13,"One year",No,No,25,Low
5043-TRZWM,75.5500,1,Month-to-month,"Fiber optic",No,90,High
5044-LRQAQ,69.2000,7,Month-to-month,"Fiber optic",No,80,High
5044-XDPYX,25.5000,51,"Two year",No,No,0,"Too low"
5046-NUHWD,45.0000,29,Month-to-month,DSL,No,40,Medium
5047-LHVLY,50.1500,1,Month-to-month,DSL,Yes,75,Medium
5049-GLYVG,20.6000,1,Month-to-month,No,Yes,60,Medium
5049-MUBWG,75.0000,26,"One year",DSL,No,30,Low
5052-PNLOS,105.3500,3,Month-to-month,"Fiber optic",Yes,100,High
5054-IEXZT,75.3500,1,Month-to-month,"Fiber optic",Yes,90,High
5055-BRMNE,106.7000,67,"Two year","Fiber optic",No,30,Low
5055-MGMGF,105.0500,65,Month-to-month,"Fiber optic",No,65,Medium
5056-FIMPT,106.0000,43,"One year","Fiber optic",No,45,Medium
5057-LCOUI,50.7500,39,Month-to-month,DSL,Yes,45,Medium
5057-RKGLH,20.3500,9,"Two year",No,No,20,Low
5060-TQUQN,83.5500,30,Month-to-month,"Fiber optic",No,55,Medium
5061-PBXFW,61.4000,32,Month-to-month,DSL,No,35,Low
5062-CJJKH,53.6500,25,"One year",DSL,No,30,Low
5063-IUOKK,19.7500,13,"Two year",No,No,10,Low
5066-GFJMM,19.9000,3,Month-to-month,No,No,60,Medium
5067-DGXLL,20.2500,2,Month-to-month,No,No,60,Medium
5067-WJEUN,54.2000,67,"Two year",DSL,No,10,Low
5067-XJQFU,108.4500,66,"One year","Fiber optic",No,50,Medium
5071-FBJFS,50.3000,4,Month-to-month,DSL,No,70,Medium
5073-RZGBK,80.0500,50,"One year",DSL,No,30,Low
5073-WXOYN,50.8000,60,Month-to-month,DSL,Yes,45,Medium
5074-FBGHB,104.6500,64,"One year","Fiber optic",No,50,Medium
5075-JSDKI,24.4500,59,"Two year",No,No,0,"Too low"
5076-YVXCM,83.4000,51,Month-to-month,"Fiber optic",No,60,Medium
5077-DXTCG,45.3000,1,Month-to-month,DSL,Yes,75,Medium
5081-NWSUP,64.9000,10,"One year",DSL,No,45,Medium
5084-OOVCJ,55.3500,17,Month-to-month,DSL,No,45,Medium
5087-SUURX,39.0500,18,Month-to-month,DSL,Yes,55,Medium
5088-QZLRL,20.6500,1,Month-to-month,No,No,60,Medium
5089-IFSDP,109.4500,58,"Two year","Fiber optic",Yes,35,Low
5090-EMGTC,100.0500,59,"Two year","Fiber optic",No,35,Low
5091-HFAZW,91.1500,2,Month-to-month,"Fiber optic",No,95,High
5092-STPKP,56.3500,24,Month-to-month,DSL,No,45,Medium
5093-FEGLU,19.6500,47,"Two year",No,No,0,"Too low"
5095-AESKG,91.5000,3,Month-to-month,"Fiber optic",Yes,100,High
5095-ETBRJ,56.8000,55,"Two year",DSL,No,5,"Too low"
5099-BAILX,110.7500,43,Month-to-month,"Fiber optic",Yes,65,Medium
5103-MHMHY,45.9500,1,Month-to-month,DSL,Yes,75,Medium
5108-ADXWO,73.5000,11,Month-to-month,"Fiber optic",Yes,75,Medium
5110-CHOPY,53.6000,60,"Two year",DSL,No,10,Low
5115-GZDEL,67.2000,72,"Two year",DSL,No,15,Low
5115-SQAAU,25.6000,69,"Two year",No,No,0,"Too low"
5117-IFGPS,84.3000,29,Month-to-month,"Fiber optic",No,60,Medium
5117-ZSMHQ,89.9000,71,"Two year",DSL,No,25,Low
5118-MUEYH,105.1000,48,Month-to-month,"Fiber optic",No,65,Medium
5119-KEPFY,95.0000,36,Month-to-month,"Fiber optic",No,70,Medium
5119-NZPTV,70.1000,2,Month-to-month,"Fiber optic",No,90,High
5120-ZBLAI,75.7000,50,"One year",DSL,No,40,Medium
5122-CYFXA,75.3000,3,Month-to-month,DSL,No,80,High
5124-EOGYE,20.4500,31,"Two year",No,No,0,"Too low"
5125-CNDSP,40.6000,63,"One year",DSL,No,20,Low
5126-RCXYW,46.0000,54,"Two year",DSL,No,10,Low
5127-BZENZ,65.2000,56,"One year",DSL,No,35,Low
5129-HHMZC,86.4500,43,"Two year",DSL,No,25,Low
5129-JLPIS,105.5000,25,Month-to-month,"Fiber optic",No,60,Medium
5130-IEKQT,105.9500,25,Month-to-month,"Fiber optic",Yes,70,Medium
5130-YPIRV,72.0000,62,"Two year",DSL,No,20,Low
5131-PONJI,90.4000,49,Month-to-month,"Fiber optic",No,70,Medium
5133-POWUA,45.8000,1,Month-to-month,DSL,No,75,Medium
5133-VRSAB,29.3500,8,Month-to-month,DSL,No,60,Medium
5134-IKDAY,69.8000,1,Month-to-month,"Fiber optic",Yes,90,High
5135-GRQJV,114.5000,72,"Two year","Fiber optic",No,30,Low
5135-RDDQL,50.6500,63,"Two year",DSL,No,10,Low
5136-GFPMB,89.4000,54,Month-to-month,"Fiber optic",No,70,Medium
5136-KCKGI,103.7000,33,"One year","Fiber optic",Yes,50,Medium
5136-RGMZO,71.0500,31,Month-to-month,DSL,No,50,Medium
5138-WVKYJ,98.5500,10,Month-to-month,"Fiber optic",Yes,85,High
5140-FOMCQ,109.1500,59,"One year","Fiber optic",No,50,Medium
5141-ZUVBH,93.0000,9,Month-to-month,"Fiber optic",No,80,High
5143-EGQFK,29.6500,10,Month-to-month,DSL,Yes,60,Medium
5143-WMWOG,19.9500,1,Month-to-month,No,Yes,60,Medium
5144-PQCDZ,19.9500,4,Month-to-month,No,No,60,Medium
5144-TVGLP,94.7500,38,Month-to-month,"Fiber optic",No,70,Medium
5146-CBVOE,75.1000,16,Month-to-month,"Fiber optic",No,70,Medium
5146-YYFRZ,19.9500,67,"Two year",No,No,0,"Too low"
5148-HKFIR,19.7000,20,"Two year",No,No,10,Low
5148-ORICT,74.3500,64,"Two year",DSL,No,15,Low
5149-CUZUJ,92.9000,28,"One year","Fiber optic",No,50,Medium
5149-QYTTU,95.1500,71,"One year","Fiber optic",No,45,Medium
5149-TGWDZ,104.5500,21,"One year","Fiber optic",No,60,Medium
5150-ITWWB,94.8500,3,Month-to-month,"Fiber optic",No,100,High
5150-LJNSR,98.0500,31,"One year","Fiber optic",No,50,Medium
5151-HQRDG,55.0500,37,Month-to-month,DSL,No,40,Medium
5153-LXKDT,110.2000,68,"Two year","Fiber optic",No,35,Low
5153-RTHKF,85.3500,34,Month-to-month,"Fiber optic",No,70,Medium
5154-VEKBL,58.5000,9,Month-to-month,DSL,Yes,55,Medium
5155-AZQPB,49.9000,28,Month-to-month,DSL,No,45,Medium
5156-UMKOW,29.6500,3,Month-to-month,DSL,No,75,Medium
5158-RIVOP,20.9000,11,"Two year",No,No,20,Low
5159-YFPKQ,75.8000,2,Month-to-month,"Fiber optic",Yes,90,High
5160-UXJED,44.6000,17,"One year",DSL,No,40,Medium
5161-UBZXI,106.3500,69,"Two year","Fiber optic",No,30,Low
5161-XEUVX,94.3000,37,"Two year","Fiber optic",No,35,Low
5167-GBFRE,25.2000,4,Month-to-month,DSL,Yes,75,Medium
5167-ZFFMM,90.8500,1,Month-to-month,"Fiber optic",Yes,100,High
5168-MQQCA,108.5000,72,"One year","Fiber optic",No,50,Medium
5168-MSWXT,94.7500,8,Month-to-month,"Fiber optic",No,90,High
5170-PTRKA,35.8000,49,"One year",DSL,No,20,Low
5171-EPLKN,19.8500,27,"Two year",No,No,0,"Too low"
5172-MIGPM,65.5500,4,Month-to-month,DSL,No,80,High
5172-RKOCB,108.9500,72,"Two year","Fiber optic",No,30,Low
5173-WXOQV,64.2000,2,Month-to-month,DSL,No,70,Medium
5173-ZXXXL,19.9500,2,"One year",No,No,45,Medium
5174-ITUMV,105.4000,67,"One year","Fiber optic",No,55,Medium
5174-RNGBH,66.2500,9,Month-to-month,DSL,Yes,70,Medium
5175-AOBHI,46.0000,4,Month-to-month,DSL,Yes,75,Medium
5175-WLYXL,78.8500,22,Month-to-month,"Fiber optic",No,70,Medium
5176-LDKUH,75.1500,48,"One year","Fiber optic",No,45,Medium
5176-LMJXE,20.5500,47,"Two year",No,No,0,"Too low"
5176-OLSKT,66.9000,66,"Two year",DSL,No,20,Low
5177-RVZNU,20.3000,37,"One year",No,No,15,Low
5178-LMXOP,95.1000,1,Month-to-month,"Fiber optic",Yes,100,High
5180-UCIIQ,40.0500,22,Month-to-month,DSL,Yes,50,Medium
5181-OABFK,61.3000,56,"Two year",DSL,No,10,Low
5183-KLYEM,112.7500,72,"Two year","Fiber optic",No,30,Low
5183-SNMJQ,95.1000,10,Month-to-month,"Fiber optic",No,85,High
5186-EJEGL,69.5000,9,Month-to-month,DSL,No,65,Medium
5186-PEIZU,19.2500,35,Month-to-month,No,No,30,Low
5186-SAMNZ,69.5000,1,Month-to-month,"Fiber optic",Yes,90,High
5188-HGMLP,74.0000,54,Month-to-month,"Fiber optic",No,60,Medium
5192-EBGOV,85.7000,1,Month-to-month,"Fiber optic",Yes,100,High
5193-QLVZB,104.7500,63,"Two year","Fiber optic",No,40,Medium
5195-KPUNQ,96.7500,53,"One year","Fiber optic",No,45,Medium
5196-SGOAK,75.7000,1,Month-to-month,"Fiber optic",Yes,90,High
5196-WPYOW,60.0500,67,"One year",DSL,No,20,Low
5197-LQXXH,83.3000,71,"Two year",DSL,No,20,Low
5197-PYEPU,94.4500,42,"One year","Fiber optic",No,50,Medium
5197-YPYBZ,25.2500,12,"Two year",No,No,20,Low
5198-EFNBM,90.6500,57,"One year","Fiber optic",No,55,Medium
5198-HQAEN,89.7000,35,"One year","Fiber optic",No,50,Medium
5199-FPUSP,34.0500,33,"One year",DSL,No,20,Low
5201-CBWYG,24.8000,62,"One year",No,No,15,Low
5201-FRKKS,74.3000,25,Month-to-month,"Fiber optic",No,55,Medium
5201-USSQZ,85.9000,26,Month-to-month,"Fiber optic",No,65,Medium
5202-IVJNU,30.1000,39,Month-to-month,DSL,Yes,45,Medium
5203-XEHAX,64.3500,34,"One year",DSL,No,25,Low
5204-HMGYF,87.2000,49,"One year",DSL,No,40,Medium
5204-QZXPU,39.6500,19,Month-to-month,DSL,Yes,55,Medium
5206-HPJKM,55.5000,17,Month-to-month,DSL,No,50,Medium
5206-XZZQI,80.6000,53,Month-to-month,"Fiber optic",No,55,Medium
5207-PLSTK,48.7500,1,Month-to-month,DSL,No,70,Medium
5208-FVQKB,67.9500,70,"Two year",DSL,No,15,Low
5208-HFSBT,55.0500,2,Month-to-month,DSL,Yes,70,Medium
5213-TWWJU,91.0000,28,Month-to-month,"Fiber optic",No,65,Medium
5214-CHIWJ,20.3000,27,"One year",No,No,15,Low
5214-NLTIT,90.8000,72,"Two year","Fiber optic",No,40,Medium
5215-LNLDJ,24.7000,7,Month-to-month,DSL,No,65,Medium
5216-WASFJ,84.8500,31,Month-to-month,"Fiber optic",No,60,Medium
5219-YIPTK,104.4000,33,Month-to-month,"Fiber optic",Yes,70,Medium
5220-AGAAX,24.0000,68,"Two year",No,No,0,"Too low"
5222-IMUKT,91.0500,32,Month-to-month,"Fiber optic",No,70,Medium
5222-JCXZT,19.0000,4,Month-to-month,No,No,60,Medium
5223-UZAVK,100.3000,64,"One year","Fiber optic",No,50,Medium
5226-NOZFC,85.7500,26,Month-to-month,"Fiber optic",No,70,Medium
5227-JSCFE,46.3500,71,"Two year",DSL,No,5,"Too low"
5228-EXCET,80.8500,13,Month-to-month,"Fiber optic",Yes,70,Medium
5229-DTFYB,98.8000,41,"Two year","Fiber optic",No,35,Low
5229-PRWKT,86.5500,8,Month-to-month,"Fiber optic",Yes,90,High
5231-FIQPA,19.8500,41,"Two year",No,No,0,"Too low"
5232-NXPAY,74.4500,47,"Two year",DSL,No,20,Low
5233-AOZUF,74.9500,29,Month-to-month,"Fiber optic",No,60,Medium
5233-GEEAX,29.4000,8,Month-to-month,DSL,Yes,65,Medium
5236-PERKL,112.9500,57,"Two year","Fiber optic",Yes,35,Low
5236-XMZJY,59.6500,42,Month-to-month,DSL,No,40,Medium
5240-CAOYT,87.5500,57,Month-to-month,"Fiber optic",No,60,Medium
5240-IJOQT,74.7000,1,Month-to-month,"Fiber optic",Yes,90,High
5242-UOWHD,20.3500,45,"Two year",No,No,0,"Too low"
5243-SAOTC,79.8500,54,Month-to-month,"Fiber optic",No,60,Medium
5244-IRFIH,94.5000,33,Month-to-month,"Fiber optic",Yes,70,Medium
5245-VDBUR,35.4500,52,"One year",DSL,No,25,Low
5248-KWLAR,90.3500,71,"Two year",DSL,No,25,Low
5248-RPYWW,90.1500,72,"Two year",DSL,No,25,Low
5248-YGIJN,90.2500,72,"Two year",DSL,No,25,Low
5249-QYHEX,24.8000,40,"Two year",No,No,0,"Too low"
5256-SKJGO,54.6000,64,"Two year",DSL,No,10,Low
5260-UMPWX,20.2500,26,Month-to-month,No,No,30,Low
5261-QSHQM,24.4500,4,Month-to-month,DSL,Yes,75,Medium
5266-PFRQK,20.8500,52,"One year",No,No,15,Low
5268-DSMNQ,97.9500,62,"One year","Fiber optic",No,55,Medium
5269-NRGDP,73.1500,42,"One year",DSL,No,35,Low
5271-DBYSJ,79.1500,11,Month-to-month,"Fiber optic",No,80,High
5271-YNWVR,113.1500,68,"Two year","Fiber optic",Yes,30,Low
5274-XHAKY,94.3000,41,Month-to-month,"Fiber optic",No,65,Medium
5275-PMFUT,64.8000,72,"Two year",DSL,No,5,"Too low"
5275-SQEIZ,80.8500,1,Month-to-month,"Fiber optic",Yes,90,High
5276-KQWHG,69.6000,2,Month-to-month,"Fiber optic",Yes,90,High
5277-ZLOOR,85.5500,2,Month-to-month,"Fiber optic",Yes,100,High
5278-PNYOX,100.6500,49,"Two year","Fiber optic",No,35,Low
5281-BUZGT,90.8500,36,Month-to-month,"Fiber optic",Yes,65,Medium
5285-MVEHD,105.6000,56,"One year","Fiber optic",No,50,Medium
5286-YHCVC,104.8000,72,"Two year","Fiber optic",No,40,Medium
5287-QWLKY,105.1000,71,Month-to-month,"Fiber optic",Yes,65,Medium
5288-AHOUP,78.5000,11,Month-to-month,"Fiber optic",No,80,High
5293-WXJAK,104.0500,11,Month-to-month,"Fiber optic",Yes,85,High
5294-CDGWY,59.3000,51,"One year",DSL,Yes,25,Low
5294-DMSFH,87.8000,29,Month-to-month,"Fiber optic",No,70,Medium
5294-IMHHT,97.7500,53,"One year","Fiber optic",No,50,Medium
5295-PCJOO,49.4000,4,Month-to-month,DSL,Yes,70,Medium
5296-BFCYD,20.1000,46,"Two year",No,No,0,"Too low"
5296-PSYVW,24.5500,72,"Two year",No,No,0,"Too low"
5297-MDOIR,81.1500,63,"One year","Fiber optic",No,40,Medium
5298-GSTLM,101.4000,60,"One year","Fiber optic",No,50,Medium
5299-RULOA,100.2500,10,Month-to-month,"Fiber optic",Yes,85,High
5299-SJCZT,101.5500,3,Month-to-month,"Fiber optic",Yes,100,High
5301-GAUUY,80.3500,32,Month-to-month,"Fiber optic",Yes,60,Medium
5302-BDJNT,95.5000,35,Month-to-month,"Fiber optic",No,65,Medium
5304-EFJLP,111.6500,72,"Two year","Fiber optic",No,35,Low
5306-BVTKJ,55.8000,48,"One year",DSL,No,30,Low
5307-DZCVC,85.9500,32,Month-to-month,"Fiber optic",Yes,70,Medium
5307-UVGNB,48.7000,53,Month-to-month,DSL,No,40,Medium
5309-TAIKL,62.8000,7,Month-to-month,DSL,No,60,Medium
5310-NOOVA,19.9500,46,"Two year",No,No,0,"Too low"
5311-IHLEI,50.9500,12,Month-to-month,DSL,No,55,Medium
5312-IRCFR,92.8500,64,"One year","Fiber optic",No,55,Medium
5312-TSZVC,19.6500,15,"One year",No,No,25,Low
5312-UXESG,98.0500,41,Month-to-month,"Fiber optic",No,70,Medium
5313-FPXWG,24.6000,51,"One year",No,No,15,Low
5315-CKEQK,51.0000,28,"One year",DSL,No,30,Low
5317-FLPJF,61.3500,66,"Two year",DSL,No,5,"Too low"
5318-IXUZF,87.1500,2,Month-to-month,"Fiber optic",Yes,100,High
5318-YKDPV,79.1500,43,"Two year",DSL,No,15,Low
5320-BRKGK,75.8000,58,"Two year",DSL,No,15,Low
5321-NTRKC,79.8500,66,"Two year",DSL,No,25,Low
5322-TEUJK,114.6000,71,"Two year","Fiber optic",No,30,Low
5322-ZSMZY,25.7500,31,"Two year",No,No,0,"Too low"
5324-KTGCG,20.8500,71,"One year",No,No,15,Low
5325-UWTWJ,90.5500,31,Month-to-month,"Fiber optic",No,60,Medium
5327-CNLUQ,96.9000,48,"Two year","Fiber optic",No,35,Low
5327-XOKKY,73.4500,72,"Two year",DSL,No,25,Low
5329-KRDTM,77.3500,72,"Two year",DSL,No,20,Low
5331-RGMTT,99.0500,54,Month-to-month,"Fiber optic",No,70,Medium
5334-AFQJB,25.1000,72,"Two year",No,No,0,"Too low"
5334-JLAXU,94.1000,60,Month-to-month,"Fiber optic",No,65,Medium
5336-UFNZP,107.4500,65,"One year","Fiber optic",No,55,Medium
5337-IIWKZ,44.8500,34,Month-to-month,DSL,No,40,Medium
5338-YHWYT,61.4500,37,"Two year",DSL,No,5,"Too low"
5339-PXDVH,90.6500,4,Month-to-month,"Fiber optic",No,95,High
5339-TJFEK,105.5000,62,Month-to-month,"Fiber optic",No,65,Medium
5343-SGUBI,80.2000,52,"One year","Fiber optic",No,45,Medium
5345-BMKWB,20.2500,8,Month-to-month,No,No,50,Medium
5346-BZCHP,19.4000,69,"Two year",No,No,0,"Too low"
5348-CAGXB,89.5500,12,Month-to-month,"Fiber optic",No,90,High
5349-AZPEW,25.0500,5,Month-to-month,DSL,No,75,Medium
5349-IECLD,94.9500,2,Month-to-month,"Fiber optic",Yes,100,High
5351-QESIO,24.2000,1,Month-to-month,DSL,No,75,Medium
5353-WILCI,56.0500,28,Month-to-month,DSL,No,40,Medium
5356-CSVSQ,64.6000,3,Month-to-month,DSL,No,70,Medium
5356-KZCKT,24.4500,58,"Two year",No,No,0,"Too low"
5356-RHIPP,20.2000,1,Month-to-month,No,Yes,60,Medium
5357-TZHPP,84.4000,9,Month-to-month,"Fiber optic",Yes,80,High
5360-LJCNJ,105.1500,71,"Two year","Fiber optic",No,40,Medium
5360-XGYAZ,65.6500,72,"Two year",DSL,No,15,Low
5364-EVNIB,79.8000,13,Month-to-month,"Fiber optic",Yes,70,Medium
5364-XYIRR,94.6500,51,Month-to-month,"Fiber optic",Yes,70,Medium
5365-LLFYV,45.8500,2,Month-to-month,DSL,No,75,Medium
5366-IJEQJ,88.7000,20,Month-to-month,"Fiber optic",Yes,80,High
5366-OBVMR,50.3000,18,Month-to-month,DSL,No,50,Medium
5370-IIVVL,104.5000,37,"One year","Fiber optic",No,50,Medium
5371-VYLSX,83.4000,50,Month-to-month,"Fiber optic",No,55,Medium
5372-FBKBN,20.7500,21,Month-to-month,No,No,40,Medium
5373-SFODM,85.2500,36,Month-to-month,"Fiber optic",Yes,70,Medium
5375-XLDOF,114.3500,69,"Two year","Fiber optic",No,30,Low
5376-DEQCP,70.6000,1,Month-to-month,"Fiber optic",Yes,90,High
5376-PCKNB,104.4500,72,"One year","Fiber optic",No,55,Medium
5377-NDTOU,91.0500,71,"Two year",DSL,No,25,Low
5378-IKEEG,35.7500,1,Month-to-month,DSL,Yes,75,Medium
5380-AFSSK,93.9000,5,Month-to-month,"Fiber optic",Yes,100,High
5380-WJKOV,106.3500,34,Month-to-month,"Fiber optic",Yes,70,Medium
5380-XPJNZ,20.0500,38,"One year",No,No,15,Low
5382-SOYZL,95.1000,22,Month-to-month,"Fiber optic",No,80,High
5382-TEMLV,50.9000,45,Month-to-month,DSL,No,40,Medium
5383-MMTWC,84.0000,8,Month-to-month,"Fiber optic",Yes,80,High
5384-ZTTWP,19.8000,15,Month-to-month,No,No,40,Medium
5385-SUIRI,104.2000,52,Month-to-month,"Fiber optic",Yes,65,Medium
5386-THSLQ,45.5500,66,"One year",DSL,No,30,Low
5387-ASZNZ,63.8500,66,"One year",DSL,No,20,Low
5389-FFVKB,80.3000,32,Month-to-month,"Fiber optic",Yes,60,Medium
5392-AKEMH,45.0500,12,Month-to-month,DSL,No,65,Medium
5393-HJZSM,76.3000,32,Month-to-month,DSL,No,45,Medium
5393-RXQSZ,79.6000,1,Month-to-month,"Fiber optic",Yes,90,High
5394-MEITZ,80.6000,60,"Two year",DSL,No,20,Low
5394-SVGJV,98.8000,37,Month-to-month,"Fiber optic",Yes,65,Medium
5396-IZEPB,19.7000,9,Month-to-month,No,No,50,Medium
5397-NSKQG,50.9000,67,"Two year",DSL,No,10,Low
5397-TUPSH,70.9500,65,"One year","Fiber optic",No,45,Medium
5399-ZIMKF,74.6500,5,Month-to-month,"Fiber optic",No,90,High
5402-HTOTQ,55.3000,16,Month-to-month,DSL,No,55,Medium
5404-GGUKR,51.3500,5,Month-to-month,DSL,No,75,Medium
5405-ZMYXQ,74.6000,8,Month-to-month,"Fiber optic",No,80,High
5406-KGRMX,24.5500,71,"Two year",No,No,0,"Too low"
5414-OFQCB,90.4500,57,"Two year","Fiber optic",No,35,Low
5419-CONWX,99.8000,4,Month-to-month,"Fiber optic",Yes,100,High
5419-JKZNQ,77.9000,30,Month-to-month,"Fiber optic",No,60,Medium
5419-JPRRN,101.4500,1,Month-to-month,"Fiber optic",Yes,100,High
5419-KLXBN,89.1500,25,Month-to-month,"Fiber optic",Yes,70,Medium
5423-BHIXO,54.2000,32,Month-to-month,DSL,No,45,Medium
5424-RLQLC,59.6500,10,Month-to-month,DSL,No,65,Medium
5429-LWCMV,89.1500,12,Month-to-month,"Fiber optic",No,90,High
5433-KYGHE,86.0000,14,Month-to-month,"Fiber optic",No,70,Medium
5438-QMDDL,59.8000,19,Month-to-month,DSL,No,55,Medium
5439-WIKXB,94.5500,41,Month-to-month,"Fiber optic",No,70,Medium
5440-FLBQG,108.4000,69,"Two year","Fiber optic",Yes,35,Low
5440-VHLUL,105.2000,69,"One year","Fiber optic",No,50,Medium
5442-BHQNG,70.3500,2,Month-to-month,"Fiber optic",No,90,High
5442-BXVND,24.2500,33,Month-to-month,No,No,30,Low
5442-PPTJY,19.7000,12,"Two year",No,No,20,Low
5442-UTCVD,91.8500,3,Month-to-month,"Fiber optic",Yes,100,High
5442-XSDCW,79.5000,11,Month-to-month,"Fiber optic",Yes,80,High
5443-SCMKX,94.3000,58,"One year","Fiber optic",No,55,Medium
5445-GLVOT,49.8000,22,Month-to-month,DSL,No,50,Medium
5445-PZWGX,102.0000,62,"One year","Fiber optic",Yes,45,Medium
5445-UTODQ,81.1000,7,Month-to-month,"Fiber optic",Yes,80,High
5446-DKWYW,65.2000,61,"One year",DSL,No,40,Medium
5447-VYTKW,53.4500,27,Month-to-month,DSL,No,35,Low
5447-WZAFP,100.3000,53,"One year","Fiber optic",No,55,Medium
5448-VWNAM,75.9000,19,Month-to-month,DSL,No,55,Medium
5449-FIBXJ,103.3000,19,Month-to-month,"Fiber optic",Yes,75,Medium
5451-MHQOF,24.4500,56,"One year",No,No,15,Low
5451-YHYPW,115.7500,72,"Two year","Fiber optic",No,30,Low
5453-AXEPF,80.5000,17,Month-to-month,"Fiber optic",No,70,Medium
5453-YBTWV,101.1000,70,"Two year","Fiber optic",No,30,Low
